Data Ordine,Data Spedizione,Categoria,Sotto-Categoria,Vendite,Profitto,Regione,Provincia,Quantità
2025-08-27,2025-09-02,Tecnologia,Fotocopiatrici,1657.38,-65.33,Nord-Ovest,TO,4
2025-03-17,2025-03-22,Forniture per ufficio,Scaffalature,177.03,29.64,Nord-Ovest,VA,7
2025-01-09,2025-01-14,Forniture per ufficio,Materiale artistico,7599.5,-12.16,Nord-Est,VE,8
2025-03-15,2025-03-19,Arredamento,Tavoli,629.74,-8.93,Nord-Ovest,VA,3
2026-02-05,2026-02-06,Forniture per ufficio,Scaffalature,1841.56,-142.72,Centro,LI,9
2025-09-10,2025-09-16,Arredamento,Tavoli,6464.83,-142.08,Isole,SS,7
2025-08-18,2025-08-19,Arredamento,Librerie,1633.41,290.0,Centro,LI,4
2025-01-07,2025-01-08,Tecnologia,Telefoni,1397.56,123.42,Isole,TP,3
2025-06-23,2025-06-27,Tecnologia,Macchine,3264.22,-308.77,Centro,PG,5
2025-05-21,2025-05-22,Arredamento,Tavoli,2955.69,822.6,Nord-Ovest,VA,3
2025-06-17,2025-06-23,Forniture per ufficio,Scaffalature,2273.93,368.17,Nord-Est,BO,8
2025-06-19,2025-06-22,Tecnologia,Telefoni,3085.95,300.26,Nord-Est,VE,8
2026-01-28,2026-02-02,Arredamento,Librerie,1057.56,20.33,Isole,AG,2
2025-10-10,2025-10-13,Forniture per ufficio,Carta,97.12,10.77,Isole,CA,1
2025-05-02,2025-05-03,Arredamento,Librerie,1147.75,338.4,Nord-Ovest,GE,6
2025-07-13,2025-07-16,Tecnologia,Accessori,896.97,-81.01,Nord-Est,VR,1
2025-01-05,2025-01-11,Forniture per ufficio,Materiale artistico,401.88,-14.07,Isole,AG,5
2025-01-29,2025-02-04,Tecnologia,Accessori,758.6,133.7,Centro,RM,9
2025-06-14,2025-06-15,Tecnologia,Accessori,2091.63,205.56,Isole,TP,4
2026-02-26,2026-03-02,Tecnologia,Telefoni,1831.02,3.04,Nord-Ovest,GE,4
2025-12-05,2025-12-08,Arredamento,Librerie,1733.35,33.88,Isole,AG,2
2025-05-16,2025-05-20,Arredamento,Complementi d'arredo,3639.83,-90.24,Nord-Est,TN,8
2025-12-31,2026-01-04,Arredamento,Complementi d'arredo,2146.42,415.74,Centro,RM,4
2025-11-17,2025-11-19,Forniture per ufficio,Scaffalature,2103.5,176.78,Nord-Est,TN,7
2025-12-08,2025-12-09,Arredamento,Tavoli,898.81,-14.13,Centro,LI,1
2025-05-25,2025-05-30,Arredamento,Sedie,1846.77,372.02,Nord-Ovest,VA,4
2025-11-23,2025-11-29,Arredamento,Tavoli,3826.97,-125.2,Centro,PG,5
2025-08-05,2025-08-11,Arredamento,Librerie,4225.29,721.64,Isole,SS,9
2025-10-28,2025-10-29,Tecnologia,Telefoni,4309.25,266.67,Isole,TP,7
2025-05-12,2025-05-19,Arredamento,Tavoli,848.64,122.53,Centro,FI,1
2025-10-19,2025-10-26,Tecnologia,Accessori,395.86,92.89,Sud,CZ,1
2025-03-11,2025-03-18,Tecnologia,Fotocopiatrici,287.98,71.51,Nord-Ovest,MI,5
2025-09-09,2025-09-14,Arredamento,Complementi d'arredo,2696.27,-255.86,Nord-Ovest,MI,4
2026-02-19,2026-02-25,Tecnologia,Telefoni,146.26,27.82,Centro,PG,2
2025-10-02,2025-10-03,Tecnologia,Fotocopiatrici,880.16,198.26,Isole,AG,1
2025-12-30,2026-01-05,Tecnologia,Telefoni,6892.54,1222.41,Sud,PA,8
2025-07-01,2025-07-05,Tecnologia,Accessori,4892.11,496.29,Sud,BA,8
2025-06-16,2025-06-19,Arredamento,Complementi d'arredo,2064.89,595.94,Isole,AG,4
2025-04-01,2025-04-04,Arredamento,Sedie,426.7,13.13,Nord-Est,VR,1
2025-07-21,2025-07-27,Forniture per ufficio,Raccoglitori,959.53,93.59,Nord-Ovest,VA,4
2025-12-12,2025-12-14,Tecnologia,Accessori,2233.13,445.16,Nord-Est,VR,4
2025-01-19,2025-01-24,Arredamento,Librerie,5981.7,1696.68,Sud,PA,9
2025-02-08,2025-02-15,Forniture per ufficio,Carta,1187.34,141.35,Isole,TP,2
2025-05-06,2025-05-11,Arredamento,Tavoli,2160.82,216.25,Isole,TP,9
2025-06-22,2025-06-27,Arredamento,Librerie,2029.04,-47.18,Sud,CZ,5
2025-05-21,2025-05-25,Forniture per ufficio,Scaffalature,1651.44,-134.31,Sud,BA,9
2025-08-30,2025-09-04,Arredamento,Tavoli,2839.43,790.13,Sud,BA,4
2025-08-08,2025-08-11,Forniture per ufficio,Materiale artistico,4320.65,9.04,Sud,CZ,8
2025-05-06,2025-05-10,Arredamento,Sedie,2152.05,482.58,Centro,RM,4
2025-02-27,2025-02-28,Forniture per ufficio,Scaffalature,5083.43,508.96,Isole,AG,7
2025-05-28,2025-06-02,Tecnologia,Macchine,673.07,188.84,Nord-Ovest,TO,6
2025-11-13,2025-11-18,Forniture per ufficio,Raccoglitori,2356.72,437.77,Nord-Est,TN,4
2026-01-18,2026-01-19,Tecnologia,Macchine,1219.36,-121.31,Nord-Ovest,VA,3
2025-12-27,2026-01-01,Arredamento,Librerie,3557.51,-39.73,Nord-Ovest,VA,9
2026-02-27,2026-02-28,Arredamento,Librerie,5670.7,-458.56,Nord-Ovest,MI,6
2025-01-01,2025-01-05,Forniture per ufficio,Raccoglitori,2442.68,121.46,Nord-Est,VE,3
2026-01-22,2026-01-25,Forniture per ufficio,Raccoglitori,4722.61,-138.5,Nord-Est,VE,7
2025-12-14,2025-12-15,Arredamento,Librerie,1687.64,403.44,Nord-Ovest,GE,2
2025-07-09,2025-07-11,Tecnologia,Macchine,976.32,254.59,Nord-Ovest,GE,5
2025-07-10,2025-07-11,Forniture per ufficio,Carta,2583.09,-206.03,Centro,LI,4
2026-01-04,2026-01-09,Arredamento,Complementi d'arredo,5462.89,-344.67,Centro,RM,8
2026-02-13,2026-02-20,Tecnologia,Fotocopiatrici,3945.57,1009.57,Nord-Ovest,MI,6
2025-11-08,2025-11-15,Arredamento,Tavoli,4097.42,-342.62,Nord-Est,VE,7
2026-02-21,2026-02-25,Forniture per ufficio,Carta,188.91,5.79,Centro,RM,3
2026-02-26,2026-03-04,Arredamento,Sedie,8773.76,-715.02,Centro,FI,9
2025-04-27,2025-05-01,Tecnologia,Macchine,4172.16,441.53,Isole,CA,6
2025-05-14,2025-05-20,Arredamento,Sedie,317.21,81.27,Sud,BA,8
2025-02-27,2025-03-06,Tecnologia,Telefoni,206.06,-11.53,Centro,RM,1
2025-02-13,2025-02-20,Tecnologia,Telefoni,5121.66,1212.45,Nord-Ovest,GE,7
2025-06-22,2025-06-23,Arredamento,Sedie,457.35,87.17,Nord-Ovest,TO,9
2025-06-09,2025-06-12,Forniture per ufficio,Materiale artistico,4298.05,460.11,Isole,TP,8
2025-06-22,2025-06-24,Forniture per ufficio,Carta,460.46,-36.2,Nord-Ovest,MI,5
2025-11-13,2025-11-17,Tecnologia,Fotocopiatrici,5958.63,594.06,Sud,PA,8
2025-10-30,2025-11-04,Forniture per ufficio,Scaffalature,4347.67,555.67,Centro,RM,6
2025-05-29,2025-06-04,Arredamento,Librerie,2362.99,-116.41,Centro,PG,4
2025-03-21,2025-03-26,Tecnologia,Fotocopiatrici,1117.43,206.17,Isole,SS,4
2026-01-09,2026-01-12,Arredamento,Sedie,545.42,-47.77,Centro,PG,8
2025-08-01,2025-08-07,Tecnologia,Accessori,106.61,-6.74,Sud,BA,3
2025-07-22,2025-07-26,Arredamento,Tavoli,3541.37,-275.73,Sud,BA,6
2025-09-09,2025-09-10,Tecnologia,Fotocopiatrici,1688.93,459.95,Nord-Est,VR,3
2025-08-17,2025-08-22,Forniture per ufficio,Materiale artistico,589.53,40.45,Isole,SS,8
2025-06-13,2025-06-16,Arredamento,Librerie,1568.42,445.18,Centro,PG,8
2025-08-15,2025-08-19,Arredamento,Tavoli,3435.54,366.15,Nord-Est,TN,6
2025-05-27,2025-06-03,Tecnologia,Macchine,5929.88,121.52,Sud,NA,8
2025-01-20,2025-01-27,Forniture per ufficio,Raccoglitori,2987.22,62.9,Nord-Est,VE,4
2026-02-06,2026-02-10,Arredamento,Complementi d'arredo,7371.43,1885.08,Nord-Ovest,VA,9
2025-02-16,2025-02-20,Forniture per ufficio,Raccoglitori,5772.93,814.38,Nord-Est,VE,6
2025-08-21,2025-08-25,Forniture per ufficio,Materiale artistico,8846.35,983.13,Isole,TP,9
2025-11-01,2025-11-07,Forniture per ufficio,Scaffalature,3596.68,660.01,Centro,RM,7
2025-01-14,2025-01-18,Arredamento,Sedie,135.68,4.94,Isole,SS,3
2025-05-23,2025-05-28,Tecnologia,Accessori,1279.65,19.6,Centro,RM,2
2026-02-19,2026-02-22,Tecnologia,Macchine,3061.75,525.27,Centro,FI,6
2025-01-01,2025-01-07,Tecnologia,Fotocopiatrici,440.31,70.85,Isole,AG,1
2026-01-08,2026-01-12,Arredamento,Librerie,1087.41,-7.14,Sud,BA,6
2025-02-23,2025-02-25,Forniture per ufficio,Raccoglitori,624.26,117.23,Isole,CA,5
2026-01-09,2026-01-11,Forniture per ufficio,Carta,763.32,50.44,Sud,PA,3
2025-09-16,2025-09-19,Tecnologia,Macchine,2207.88,234.87,Nord-Est,VE,9
2025-05-24,2025-05-31,Forniture per ufficio,Raccoglitori,787.05,50.95,Isole,TP,2
2025-01-12,2025-01-13,Forniture per ufficio,Carta,601.61,44.97,Isole,TP,3
2025-11-26,2025-11-27,Arredamento,Complementi d'arredo,220.2,24.51,Sud,BA,4
2025-08-12,2025-08-19,Tecnologia,Telefoni,4188.16,222.93,Centro,RM,6
2025-09-29,2025-10-05,Forniture per ufficio,Raccoglitori,447.33,76.98,Centro,FI,3
2025-12-24,2025-12-30,Arredamento,Complementi d'arredo,272.18,-25.73,Centro,FI,2
2026-02-12,2026-02-18,Forniture per ufficio,Carta,4176.43,-191.71,Nord-Ovest,GE,8
2025-06-05,2025-06-06,Forniture per ufficio,Materiale artistico,7958.39,507.39,Isole,AG,9
2026-01-08,2026-01-10,Tecnologia,Macchine,5077.71,134.81,Nord-Est,VE,8
2025-01-08,2025-01-09,Forniture per ufficio,Carta,254.54,59.99,Nord-Est,TN,9
2025-05-02,2025-05-07,Tecnologia,Fotocopiatrici,1855.93,461.21,Nord-Ovest,VA,3
2025-12-14,2025-12-18,Arredamento,Tavoli,1603.44,106.46,Sud,BA,4
2025-06-13,2025-06-19,Forniture per ufficio,Scaffalature,7120.49,-413.96,Nord-Est,VE,8
2025-03-31,2025-04-02,Forniture per ufficio,Scaffalature,2060.76,-82.02,Centro,FI,5
2025-05-16,2025-05-19,Arredamento,Librerie,2960.11,765.49,Centro,LI,6
2025-07-05,2025-07-08,Forniture per ufficio,Raccoglitori,4436.14,580.28,Sud,PA,5
2025-11-12,2025-11-16,Tecnologia,Fotocopiatrici,992.25,-47.49,Isole,TP,1
2025-06-27,2025-06-29,Arredamento,Librerie,3397.22,390.67,Sud,PA,8
2025-01-28,2025-01-29,Arredamento,Librerie,6182.74,-318.37,Nord-Ovest,MI,9
2025-08-08,2025-08-09,Tecnologia,Telefoni,447.52,129.23,Sud,BA,1
2025-12-23,2025-12-28,Forniture per ufficio,Materiale artistico,2563.18,-147.84,Centro,RM,4
2025-02-10,2025-02-15,Arredamento,Librerie,3095.46,429.31,Nord-Ovest,VA,4
2025-08-16,2025-08-17,Tecnologia,Accessori,1558.69,209.03,Nord-Ovest,GE,3
2025-07-11,2025-07-14,Forniture per ufficio,Scaffalature,2028.1,-85.09,Nord-Est,VR,9
2026-02-15,2026-02-21,Arredamento,Tavoli,4691.62,179.65,Sud,BA,7
2025-05-25,2025-05-28,Tecnologia,Fotocopiatrici,6312.23,1455.48,Nord-Est,BO,8
2025-07-20,2025-07-25,Forniture per ufficio,Scaffalature,4163.11,18.73,Sud,PA,7
2026-02-21,2026-02-25,Tecnologia,Macchine,228.18,40.01,Isole,AG,5
2025-07-31,2025-08-01,Arredamento,Tavoli,4915.0,760.94,Centro,FI,5
2025-08-08,2025-08-13,Forniture per ufficio,Scaffalature,1194.72,321.01,Centro,FI,7
2025-08-28,2025-09-02,Arredamento,Sedie,1298.0,-20.25,Nord-Est,VE,6
2026-02-17,2026-02-23,Tecnologia,Fotocopiatrici,935.16,153.28,Sud,CZ,3
2026-02-01,2026-02-02,Tecnologia,Telefoni,1137.32,323.51,Isole,AG,2
2025-02-15,2025-02-21,Tecnologia,Macchine,6371.88,-370.89,Centro,LI,7
2025-02-04,2025-02-05,Forniture per ufficio,Carta,924.12,117.72,Nord-Est,BO,1
2025-09-10,2025-09-16,Arredamento,Tavoli,6114.58,1450.47,Centro,FI,9
2026-01-25,2026-01-28,Tecnologia,Macchine,2803.2,722.21,Nord-Est,VR,6
2025-03-23,2025-03-27,Forniture per ufficio,Scaffalature,2389.49,195.39,Centro,LI,4
2026-01-06,2026-01-10,Tecnologia,Accessori,972.32,106.74,Nord-Est,VE,4
2025-09-13,2025-09-14,Forniture per ufficio,Scaffalature,782.16,-44.03,Sud,BA,3
2025-07-16,2025-07-18,Tecnologia,Telefoni,6864.06,264.87,Centro,FI,8
2025-10-30,2025-11-06,Tecnologia,Telefoni,1780.2,-105.2,Nord-Ovest,VA,2
2026-02-13,2026-02-18,Arredamento,Tavoli,1446.53,266.73,Isole,TP,3
2025-01-10,2025-01-15,Forniture per ufficio,Raccoglitori,8649.55,1533.29,Centro,RM,9
2025-11-08,2025-11-09,Arredamento,Complementi d'arredo,1197.21,188.09,Nord-Ovest,GE,6
2025-10-13,2025-10-19,Forniture per ufficio,Materiale artistico,3798.72,-121.93,Sud,CZ,4
2025-08-30,2025-09-01,Arredamento,Complementi d'arredo,2426.9,193.3,Nord-Ovest,TO,7
2025-09-08,2025-09-11,Forniture per ufficio,Scaffalature,1442.25,-104.32,Nord-Est,BO,2
2025-12-31,2026-01-06,Tecnologia,Fotocopiatrici,1471.62,166.51,Nord-Ovest,TO,2
2025-01-05,2025-01-11,Forniture per ufficio,Raccoglitori,782.13,152.92,Nord-Ovest,GE,1
2025-04-29,2025-04-30,Arredamento,Complementi d'arredo,2854.78,547.75,Sud,CZ,3
2025-10-16,2025-10-17,Forniture per ufficio,Materiale artistico,2310.92,-18.17,Sud,BA,6
2026-01-09,2026-01-14,Arredamento,Tavoli,7257.72,-484.7,Nord-Est,BO,8
2025-03-06,2025-03-07,Arredamento,Complementi d'arredo,598.21,131.89,Nord-Ovest,VA,9
2025-05-26,2025-05-27,Tecnologia,Accessori,2989.86,622.38,Centro,RM,4
2025-08-12,2025-08-13,Forniture per ufficio,Carta,493.07,15.98,Centro,FI,1
2025-08-27,2025-09-01,Forniture per ufficio,Scaffalature,564.83,63.22,Nord-Ovest,VA,3
2025-06-26,2025-06-29,Forniture per ufficio,Scaffalature,4632.9,61.7,Isole,CA,7
2025-09-24,2025-09-27,Forniture per ufficio,Raccoglitori,7830.07,-51.34,Centro,FI,9
2025-12-07,2025-12-14,Arredamento,Complementi d'arredo,2428.96,525.24,Nord-Est,VR,5
2025-10-09,2025-10-16,Forniture per ufficio,Raccoglitori,6274.19,386.86,Centro,LI,9
2025-03-04,2025-03-05,Forniture per ufficio,Raccoglitori,166.45,20.05,Nord-Est,VE,3
2025-08-05,2025-08-12,Arredamento,Tavoli,2310.93,390.27,Centro,LI,9
2025-12-08,2025-12-13,Tecnologia,Macchine,2153.3,116.24,Centro,LI,3
2025-11-11,2025-11-14,Tecnologia,Accessori,432.37,29.51,Centro,RM,3
2025-10-10,2025-10-16,Arredamento,Sedie,2960.89,437.44,Centro,FI,3
2025-06-26,2025-06-29,Forniture per ufficio,Carta,4517.32,68.94,Centro,PG,7
2026-02-21,2026-02-24,Arredamento,Librerie,902.98,-87.85,Centro,RM,8
2025-04-08,2025-04-13,Arredamento,Librerie,1768.16,524.07,Centro,RM,5
2025-04-15,2025-04-22,Tecnologia,Telefoni,2442.54,83.05,Isole,CA,6
2025-04-09,2025-04-15,Forniture per ufficio,Carta,5470.06,86.61,Nord-Ovest,TO,8
2026-01-20,2026-01-25,Tecnologia,Macchine,938.21,47.76,Centro,PG,1
2026-02-09,2026-02-10,Arredamento,Tavoli,77.37,1.71,Nord-Ovest,VA,1
2025-11-07,2025-11-11,Forniture per ufficio,Materiale artistico,7424.13,1924.7,Sud,PA,8
2025-01-06,2025-01-09,Arredamento,Complementi d'arredo,981.3,17.71,Sud,BA,3
2025-07-16,2025-07-20,Forniture per ufficio,Raccoglitori,1079.11,-0.34,Nord-Est,VE,6
2025-12-17,2025-12-22,Tecnologia,Telefoni,3351.17,-166.48,Nord-Est,BO,9
2025-05-13,2025-05-18,Forniture per ufficio,Scaffalature,3702.65,810.06,Sud,PA,8
2025-12-24,2025-12-29,Arredamento,Complementi d'arredo,598.6,-48.09,Isole,TP,5
2025-09-16,2025-09-20,Tecnologia,Telefoni,351.51,22.74,Nord-Est,VR,8
2025-01-23,2025-01-28,Forniture per ufficio,Scaffalature,3372.25,-282.47,Isole,TP,5
2025-02-22,2025-02-23,Tecnologia,Macchine,440.31,-0.49,Sud,CZ,2
2025-06-14,2025-06-19,Forniture per ufficio,Materiale artistico,4350.04,945.76,Nord-Ovest,VA,7
2025-07-21,2025-07-23,Forniture per ufficio,Scaffalature,101.01,16.45,Centro,FI,3
2025-03-24,2025-03-31,Arredamento,Complementi d'arredo,1422.5,-80.82,Nord-Ovest,GE,4
2025-05-25,2025-05-29,Tecnologia,Telefoni,5906.2,-204.25,Nord-Est,VE,9
2025-03-26,2025-03-28,Tecnologia,Telefoni,195.71,-1.9,Nord-Ovest,MI,1
2025-03-19,2025-03-24,Tecnologia,Macchine,3576.24,854.43,Centro,PG,6
2026-01-01,2026-01-02,Arredamento,Tavoli,4850.25,859.87,Nord-Est,VE,5
2025-01-01,2025-01-04,Arredamento,Sedie,2871.03,514.8,Isole,AG,3
2025-02-20,2025-02-26,Forniture per ufficio,Raccoglitori,4710.87,-18.35,Isole,TP,9
2025-06-22,2025-06-29,Arredamento,Complementi d'arredo,1170.34,41.08,Nord-Ovest,VA,6
2025-07-24,2025-07-30,Tecnologia,Fotocopiatrici,1294.31,315.94,Centro,PG,2
2025-09-17,2025-09-22,Tecnologia,Accessori,2608.81,518.36,Sud,PA,3
2026-01-04,2026-01-11,Tecnologia,Fotocopiatrici,6320.67,-111.06,Sud,PA,9
2025-10-15,2025-10-22,Forniture per ufficio,Raccoglitori,717.11,187.34,Isole,TP,5
2025-02-03,2025-02-04,Tecnologia,Fotocopiatrici,2215.84,474.91,Isole,SS,5
2025-12-14,2025-12-21,Tecnologia,Macchine,1231.6,160.49,Centro,RM,2
2025-04-05,2025-04-09,Arredamento,Librerie,757.93,170.13,Nord-Est,VE,1
2025-03-13,2025-03-15,Tecnologia,Accessori,3421.56,408.4,Sud,NA,4
2025-02-08,2025-02-10,Forniture per ufficio,Scaffalature,2405.32,267.29,Centro,RM,5
2025-06-03,2025-06-05,Arredamento,Complementi d'arredo,120.55,18.14,Nord-Ovest,VA,4
2025-09-07,2025-09-11,Forniture per ufficio,Materiale artistico,625.98,-34.28,Nord-Ovest,VA,1
2025-06-11,2025-06-17,Arredamento,Sedie,6738.06,891.41,Sud,PA,9
2025-04-28,2025-04-29,Forniture per ufficio,Carta,4671.93,324.12,Nord-Est,BO,8
2025-09-16,2025-09-23,Forniture per ufficio,Raccoglitori,256.05,59.37,Isole,AG,3
2026-01-14,2026-01-18,Tecnologia,Macchine,4328.68,1222.85,Sud,CZ,9
2025-11-02,2025-11-04,Arredamento,Tavoli,768.35,-57.0,Centro,PG,4
2025-09-25,2025-09-30,Forniture per ufficio,Materiale artistico,6488.53,303.65,Centro,RM,8
2025-02-23,2025-02-26,Forniture per ufficio,Carta,5850.94,1406.05,Isole,CA,7
2025-08-24,2025-08-31,Arredamento,Sedie,3196.96,120.3,Nord-Est,BO,6
2026-01-24,2026-01-28,Tecnologia,Fotocopiatrici,3559.88,97.1,Centro,LI,4
2025-08-10,2025-08-14,Tecnologia,Macchine,2418.55,368.0,Nord-Ovest,GE,5
2025-09-08,2025-09-09,Forniture per ufficio,Scaffalature,1131.89,202.82,Centro,FI,4
2025-11-09,2025-11-10,Arredamento,Complementi d'arredo,3575.69,-265.97,Nord-Ovest,MI,6
2026-02-05,2026-02-09,Forniture per ufficio,Raccoglitori,1702.59,13.66,Centro,LI,4
2025-04-22,2025-04-24,Arredamento,Sedie,2473.75,334.14,Nord-Ovest,VA,9
2025-09-12,2025-09-15,Arredamento,Tavoli,1360.09,-73.44,Nord-Ovest,VA,2
2025-10-30,2025-11-06,Tecnologia,Fotocopiatrici,1270.23,199.6,Isole,CA,8
2026-02-11,2026-02-12,Tecnologia,Macchine,5984.33,1042.72,Nord-Ovest,VA,8
2025-07-26,2025-08-02,Arredamento,Tavoli,2240.21,242.1,Centro,RM,5
2025-08-17,2025-08-19,Tecnologia,Accessori,149.27,-11.8,Nord-Ovest,VA,2
2025-12-07,2025-12-14,Tecnologia,Telefoni,786.31,-29.68,Nord-Est,VR,1
2026-02-02,2026-02-07,Arredamento,Tavoli,3880.11,103.21,Isole,CA,9
2025-03-07,2025-03-08,Tecnologia,Macchine,4188.79,-30.86,Isole,TP,8
2025-03-16,2025-03-18,Arredamento,Complementi d'arredo,4699.03,-120.61,Nord-Ovest,VA,5
2025-04-13,2025-04-15,Forniture per ufficio,Materiale artistico,292.79,72.51,Isole,CA,7
2026-02-26,2026-03-01,Tecnologia,Fotocopiatrici,122.41,16.95,Nord-Est,VR,6
2025-07-11,2025-07-14,Forniture per ufficio,Materiale artistico,4431.97,358.26,Isole,CA,5
2025-09-09,2025-09-14,Tecnologia,Accessori,4443.52,24.01,Isole,AG,9
2025-08-14,2025-08-16,Tecnologia,Telefoni,1215.39,85.76,Isole,TP,7
2025-10-21,2025-10-27,Forniture per ufficio,Carta,1615.37,240.31,Nord-Ovest,GE,4
2025-11-02,2025-11-04,Arredamento,Librerie,418.47,54.73,Isole,TP,1
2025-04-08,2025-04-11,Forniture per ufficio,Scaffalature,3827.01,741.08,Sud,NA,4
2025-12-04,2025-12-10,Arredamento,Complementi d'arredo,4849.06,793.61,Sud,NA,6
2025-10-13,2025-10-14,Tecnologia,Macchine,2802.51,-172.98,Sud,PA,7
2025-12-01,2025-12-02,Tecnologia,Telefoni,424.93,26.45,Isole,TP,1
2025-12-13,2025-12-20,Tecnologia,Accessori,5821.54,-185.05,Sud,PA,7
2025-11-04,2025-11-08,Tecnologia,Telefoni,6369.63,108.9,Isole,CA,8
2025-09-06,2025-09-09,Arredamento,Tavoli,2295.99,22.42,Sud,NA,5
2025-06-15,2025-06-19,Arredamento,Tavoli,590.19,176.9,Sud,PA,2
2025-12-01,2025-12-07,Forniture per ufficio,Scaffalature,1540.41,-21.07,Isole,SS,5
2025-01-30,2025-02-02,Forniture per ufficio,Scaffalature,948.39,81.01,Centro,RM,4
2025-09-04,2025-09-09,Tecnologia,Fotocopiatrici,4705.34,791.9,Nord-Est,VE,9
2025-04-16,2025-04-18,Tecnologia,Macchine,2437.44,395.31,Centro,FI,4
2025-02-20,2025-02-25,Arredamento,Librerie,360.81,39.04,Centro,RM,1
2025-03-22,2025-03-28,Tecnologia,Fotocopiatrici,5787.62,1457.08,Nord-Est,VE,7
2025-05-13,2025-05-16,Arredamento,Complementi d'arredo,5179.57,1300.05,Centro,RM,8
2025-10-12,2025-10-18,Tecnologia,Fotocopiatrici,580.2,151.52,Isole,CA,1
2026-01-23,2026-01-25,Forniture per ufficio,Materiale artistico,600.9,142.9,Sud,BA,5
2025-05-18,2025-05-19,Arredamento,Librerie,3349.72,736.62,Centro,FI,4
2025-07-03,2025-07-04,Arredamento,Complementi d'arredo,5544.16,940.78,Nord-Est,BO,8
2026-02-05,2026-02-11,Forniture per ufficio,Raccoglitori,2438.39,536.8,Nord-Ovest,TO,3
2025-11-26,2025-11-30,Forniture per ufficio,Scaffalature,3492.02,35.54,Centro,PG,8
2025-09-30,2025-10-03,Arredamento,Sedie,639.76,173.3,Nord-Ovest,MI,2
2025-12-06,2025-12-09,Arredamento,Complementi d'arredo,1065.07,69.34,Nord-Est,TN,5
2025-03-10,2025-03-11,Forniture per ufficio,Carta,2185.7,-40.62,Nord-Est,VE,4
2025-02-03,2025-02-10,Forniture per ufficio,Raccoglitori,1271.56,-109.04,Nord-Est,BO,3
2025-09-19,2025-09-24,Tecnologia,Macchine,1129.6,182.44,Nord-Est,BO,6
2025-02-22,2025-03-01,Forniture per ufficio,Carta,2219.94,-191.57,Centro,LI,4
2025-07-24,2025-07-26,Tecnologia,Macchine,543.05,-23.06,Nord-Est,BO,1
2025-05-06,2025-05-11,Arredamento,Sedie,350.18,46.99,Centro,PG,1
2025-08-23,2025-08-28,Forniture per ufficio,Carta,1066.57,-96.21,Isole,TP,2
2025-02-12,2025-02-18,Arredamento,Complementi d'arredo,3681.87,1049.88,Nord-Est,BO,6
2025-08-28,2025-08-29,Tecnologia,Telefoni,2019.11,-10.29,Sud,NA,6
2026-01-06,2026-01-13,Forniture per ufficio,Materiale artistico,518.64,98.25,Isole,CA,6
2025-04-21,2025-04-28,Forniture per ufficio,Materiale artistico,3739.34,892.3,Sud,BA,5
2025-09-06,2025-09-07,Tecnologia,Telefoni,4513.26,1035.63,Sud,NA,5
2025-05-31,2025-06-07,Arredamento,Tavoli,1247.2,-17.59,Sud,NA,3
2025-07-02,2025-07-03,Forniture per ufficio,Materiale artistico,6482.2,674.79,Centro,RM,8
2025-12-02,2025-12-08,Arredamento,Librerie,1245.28,87.73,Sud,BA,9
2025-04-05,2025-04-09,Tecnologia,Macchine,1478.78,-129.67,Centro,PG,2
2026-01-09,2026-01-14,Arredamento,Complementi d'arredo,705.51,-42.04,Sud,PA,5
2026-02-04,2026-02-10,Forniture per ufficio,Materiale artistico,4690.5,1092.13,Isole,AG,6
2025-01-08,2025-01-11,Forniture per ufficio,Carta,2046.09,-32.83,Centro,LI,6
2026-01-23,2026-01-25,Tecnologia,Fotocopiatrici,2375.55,323.44,Isole,SS,9
2025-12-26,2025-12-30,Arredamento,Sedie,2052.94,-65.57,Isole,CA,5
2026-01-23,2026-01-26,Arredamento,Librerie,2539.1,708.65,Centro,FI,6
2025-07-03,2025-07-08,Arredamento,Complementi d'arredo,2636.97,550.17,Nord-Est,VE,9
2025-10-08,2025-10-15,Tecnologia,Accessori,3328.39,421.3,Sud,CZ,5
2025-07-14,2025-07-15,Tecnologia,Telefoni,656.58,24.04,Nord-Est,BO,5
2025-12-18,2025-12-23,Arredamento,Complementi d'arredo,1348.07,-122.33,Nord-Est,TN,4
2025-07-14,2025-07-20,Tecnologia,Accessori,1508.46,53.7,Nord-Ovest,TO,3
2025-06-04,2025-06-06,Tecnologia,Accessori,2657.48,-100.62,Sud,BA,5
2025-04-03,2025-04-09,Arredamento,Librerie,308.41,-20.18,Centro,FI,1
2025-06-09,2025-06-13,Tecnologia,Macchine,7943.58,-390.24,Centro,PG,8
2025-03-02,2025-03-06,Tecnologia,Accessori,5070.55,676.25,Nord-Est,TN,6
2025-05-02,2025-05-04,Tecnologia,Macchine,1889.39,-157.29,Centro,FI,2
2025-02-20,2025-02-23,Tecnologia,Telefoni,340.88,44.11,Isole,AG,5
2026-02-07,2026-02-10,Forniture per ufficio,Materiale artistico,77.33,14.92,Isole,CA,2
2025-10-04,2025-10-08,Tecnologia,Accessori,5936.05,-448.06,Nord-Est,VR,9
2025-01-05,2025-01-09,Arredamento,Tavoli,696.02,64.55,Isole,TP,1
2025-04-02,2025-04-09,Forniture per ufficio,Materiale artistico,4186.29,-18.81,Isole,TP,9
2025-06-19,2025-06-20,Forniture per ufficio,Materiale artistico,2148.2,271.15,Sud,BA,5
